0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
247,3/5/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
248,3/5/2020,Orange,California,6059,3,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
249,3/5/2020,Placer,California,6061,2,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
250,3/5/2020,Sacramento,California,6067,3,0,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
251,3/5/2020,San Diego,California,6073,1,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
252,3/5/2020,San Francisco,California,6075,5,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
253,3/5/2020,San Mateo,California,6081,1,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
254,3/5/2020,Santa Clara,California,6085,20,0,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
255,3/5/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
256,3/5/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
257,3/6/2020,Alameda,California,6001,3,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
258,3/6/2020,Contra Costa,California,6013,4,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
259,3/6/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
260,3/6/2020,Los Angeles,California,6037,13,0,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
261,3/6/2020,Marin,California,6041,1,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
262,3/6/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
263,3/6/2020,Orange,California,6059,3,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
264,3/6/2020,Placer,California,6061,5,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
265,3/6/2020,Sacramento,California,6067,3,0,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
266,3/6/2020,San Diego,California,6073,1,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
267,3/6/2020,San Francisco,California,6075,5,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
268,3/6/2020,San Mateo,California,6081,1,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
269,3/6/2020,Santa Clara,California,6085,24,0,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
270,3/6/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
271,3/6/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
272,3/6/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
273,3/7/2020,Alameda,California,6001,3,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
274,3/7/2020,Contra Costa,California,6013,4,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
275,3/7/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
276,3/7/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
277,3/7/2020,Los Angeles,California,6037,14,0,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
278,3/7/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
279,3/7/2020,Marin,California,6041,1,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
280,3/7/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
281,3/7/2020,Orange,California,6059,3,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
282,3/7/2020,Placer,California,6061,5,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
283,3/7/2020,Riverside,California,6065,1,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
284,3/7/2020,Sacramento,California,6067,3,0,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
285,3/7/2020,San Diego,California,6073,1,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
286,3/7/2020,San Francisco,California,6075,11,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
287,3/7/2020,San Mateo,California,6081,1,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
288,3/7/2020,Santa Clara,California,6085,32,0,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
289,3/7/2020,Santa Cruz,California,6087,1,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
290,3/7/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
291,3/7/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
292,3/7/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
293,3/8/2020,Alameda,California,6001,3,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
294,3/8/2020,Contra Costa,California,6013,9,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
295,3/8/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
296,3/8/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
297,3/8/2020,Los Angeles,California,6037,14,0,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
298,3/8/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
299,3/8/2020,Marin,California,6041,1,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
300,3/8/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
301,3/8/2020,Orange,California,6059,3,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
302,3/8/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
303,3/8/2020,Riverside,California,6065,1,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
304,3/8/2020,Sacramento,California,6067,3,0,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
305,3/8/2020,San Diego,California,6073,1,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
306,3/8/2020,San Francisco,California,6075,11,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
307,3/8/2020,San Mateo,California,6081,1,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
308,3/8/2020,Santa Clara,California,6085,37,0,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
309,3/8/2020,Santa Cruz,California,6087,1,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
310,3/8/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
311,3/8/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
312,3/8/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
313,3/9/2020,Alameda,California,6001,24,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
314,3/9/2020,Contra Costa,California,6013,9,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
315,3/9/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
316,3/9/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
317,3/9/2020,Los Angeles,California,6037,19,0,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
318,3/9/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
319,3/9/2020,Marin,California,6041,2,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
320,3/9/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
321,3/9/2020,Orange,California,6059,5,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
322,3/9/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
323,3/9/2020,Riverside,California,6065,4,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
324,3/9/2020,Sacramento,California,6067,9,0,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
325,3/9/2020,San Diego,California,6073,2,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
326,3/9/2020,San Francisco,California,6075,16,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
327,3/9/2020,San Mateo,California,6081,9,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
328,3/9/2020,Santa Clara,California,6085,43,1,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
329,3/9/2020,Santa Cruz,California,6087,2,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
330,3/9/2020,Shasta,California,6089,1,0,no,no,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
331,3/9/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
332,3/9/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
333,3/9/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
334,3/10/2020,Alameda,California,6001,25,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
335,3/10/2020,Contra Costa,California,6013,9,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
336,3/10/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
337,3/10/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
338,3/10/2020,Los Angeles,California,6037,20,0,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
339,3/10/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
340,3/10/2020,Marin,California,6041,2,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
341,3/10/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
342,3/10/2020,Orange,California,6059,5,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
343,3/10/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
344,3/10/2020,Riverside,California,6065,4,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
345,3/10/2020,Sacramento,California,6067,9,1,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
346,3/10/2020,San Diego,California,6073,2,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
347,3/10/2020,San Francisco,California,6075,17,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
348,3/10/2020,San Joaquin,California,6077,1,0,no,no,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
349,3/10/2020,San Mateo,California,6081,9,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
350,3/10/2020,Santa Clara,California,6085,45,1,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
351,3/10/2020,Santa Cruz,California,6087,2,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
352,3/10/2020,Shasta,California,6089,1,0,no,no,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
353,3/10/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
354,3/10/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
355,3/10/2020,Ventura,California,6111,1,0,no,no,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
356,3/10/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
357,3/11/2020,Alameda,California,6001,25,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
358,3/11/2020,Contra Costa,California,6013,9,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
359,3/11/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
360,3/11/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
361,3/11/2020,Los Angeles,California,6037,28,1,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
362,3/11/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
363,3/11/2020,Marin,California,6041,4,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
364,3/11/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
365,3/11/2020,Orange,California,6059,6,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
366,3/11/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
367,3/11/2020,Riverside,California,6065,4,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
368,3/11/2020,Sacramento,California,6067,9,1,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
369,3/11/2020,San Diego,California,6073,2,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
370,3/11/2020,San Francisco,California,6075,17,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
371,3/11/2020,San Joaquin,California,6077,1,0,no,no,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
372,3/11/2020,San Mateo,California,6081,15,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
373,3/11/2020,Santa Clara,California,6085,48,1,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
374,3/11/2020,Santa Cruz,California,6087,2,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
375,3/11/2020,Shasta,California,6089,1,0,no,no,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
376,3/11/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
377,3/11/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
378,3/11/2020,Stanislaus,California,6099,2,0,no,no,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
379,3/11/2020,Ventura,California,6111,2,0,no,no,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
380,3/11/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
381,3/12/2020,Alameda,California,6001,29,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
382,3/12/2020,Contra Costa,California,6013,9,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
383,3/12/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
384,3/12/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
385,3/12/2020,Los Angeles,California,6037,32,1,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
386,3/12/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
387,3/12/2020,Marin,California,6041,4,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
388,3/12/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
389,3/12/2020,Orange,California,6059,6,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
390,3/12/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
391,3/12/2020,Riverside,California,6065,6,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
392,3/12/2020,Sacramento,California,6067,16,1,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
393,3/12/2020,San Diego,California,6073,5,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
394,3/12/2020,San Francisco,California,6075,21,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
395,3/12/2020,San Joaquin,California,6077,3,0,no,no,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
396,3/12/2020,San Mateo,California,6081,20,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
397,3/12/2020,Santa Clara,California,6085,66,1,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
398,3/12/2020,Santa Cruz,California,6087,2,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
399,3/12/2020,Shasta,California,6089,1,0,no,no,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
400,3/12/2020,Solano,California,6095,12,0,no,no,SRID=4326; POINT(-121.932865211764 38.26997789621676)
401,3/12/2020,Sonoma,California,6097,3,0,no,no,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
402,3/12/2020,Stanislaus,California,6099,2,0,no,no,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
403,3/12/2020,Tulare,California,6107,1,0,no,no,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
404,3/12/2020,Ventura,California,6111,2,0,no,no,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
405,3/12/2020,Yolo,California,6113,1,0,no,no,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
406,3/13/2020,Alameda,California,6001,29,0,no,no,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
407,3/13/2020,Contra Costa,California,6013,25,0,no,no,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
408,3/13/2020,Fresno,California,6019,1,0,no,no,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
409,3/13/2020,Humboldt,California,6023,1,0,no,no,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
410,3/13/2020,Los Angeles,California,6037,40,1,no,no,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
411,3/13/2020,Madera,California,6039,1,0,no,no,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
412,3/13/2020,Marin,California,6041,4,0,no,no,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
413,3/13/2020,Napa,California,6055,1,0,no,no,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
414,3/13/2020,Orange,California,6059,13,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
415,3/13/2020,Placer,California,6061,7,1,no,no,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
416,3/13/2020,Riverside,California,6065,10,0,no,no,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
417,3/13/2020,Sacramento,California,6067,16,1,no,no,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
418,3/13/2020,San Benito,California,6069,1,0,no,no,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
419,3/13/2020,San Diego,California,6073,9,0,no,no,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
420,3/13/2020,San Francisco,California,6075,26,0,no,no,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
421,3/13/2020,San Joaquin,California,6077,8,0,no,no,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
422,3/13/2020,San Mateo,California,6081,20,0,no,no,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
423,3/13/2020,Santa Clara,California,6085,79,2,no,no,SRID=4326; POINT(-121.695141328068 37.231794804618175)
424,3/13/2020,Santa Cruz,California,6087,2,0,no,no,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
425,3/13/2020,Shasta,California,6089,1,0,no,no,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
